event_id,date,away_team,away_player,away_score,home_team,home_player,home_score,total_score,league,home_str,away_str,players,odd_over,odd_under,handicap,prob_over,prob_under,ev_over,ev_under,bet_type,bet_odd,bet_prob,bet_ev,hot_ev,minimum_line,minimum_odd,time_sent,lambda_pred,ended,raw_score,profit,result,canceled,sent,message_id,chat_id,edited,result_emoji,time_interval,saved_on_excel,month,totally_processed,time_range
9789627,2025-04-09 11:38:00,Man City,sane4ek8,5.0,PSG,Flewless_phoenix,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9790071,2025-04-09 11:14:00,PSG,Flewless_phoenix,2.0,Real Madrid,FEARGGWP,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9790070,2025-04-09 11:14:00,Man City,sane4ek8,2.0,Boca Juniors,labotryas,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789984,2025-04-09 11:06:00,Portugal,Jekunam,1.0,Mexico,Arcos,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789983,2025-04-09 11:06:00,Netherlands,Bomb1to,3.0,Sweden,Wboy,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789998,2025-04-09 11:02:00,River Plate,MeLToSik,2.0,Man City,sane4ek8,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789512,2025-04-09 11:02:00,Boca Juniors,labotryas,4.0,PSG,Flewless_phoenix,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789982,2025-04-09 10:54:00,Croatia,dm1trena,2.0,Netherlands,Bomb1to,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789981,2025-04-09 10:54:00,Sweden,Wboy,0.0,Portugal,Jekunam,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789960,2025-04-09 10:50:00,Real Madrid,FEARGGWP,1.0,Boca Juniors,labotryas,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789959,2025-04-09 10:50:00,PSG,Flewless_phoenix,2.0,River Plate,MeLToSik,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789924,2025-04-09 10:42:00,Portugal,Jekunam,4.0,Croatia,dm1trena,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789925,2025-04-09 10:42:00,Mexico,Arcos,1.0,Sweden,Wboy,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789626,2025-04-09 10:38:00,Real Madrid,FEARGGWP,2.0,River Plate,MeLToSik,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789632,2025-04-09 10:30:00,Croatia,dm1trena,3.0,Mexico,Arcos,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789633,2025-04-09 10:30:00,Netherlands,Bomb1to,4.0,Portugal,Jekunam,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789618,2025-04-09 10:26:00,River Plate,MeLToSik,1.0,Boca Juniors,labotryas,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789625,2025-04-09 10:26:00,Man City,sane4ek8,0.0,Real Madrid,FEARGGWP,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789528,2025-04-09 10:18:00,Croatia,dm1trena,3.0,Sweden,Wboy,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789527,2025-04-09 10:18:00,Netherlands,Bomb1to,3.0,Mexico,Arcos,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789515,2025-04-09 10:14:00,Real Madrid,FEARGGWP,3.0,PSG,Flewless_phoenix,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789514,2025-04-09 10:14:00,Boca Juniors,labotryas,2.0,Man City,sane4ek8,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789509,2025-04-09 10:06:00,Mexico,Arcos,2.0,Portugal,Jekunam,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789508,2025-04-09 10:06:00,Sweden,Wboy,5.0,Netherlands,Bomb1to,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9790059,2025-04-09 10:02:14,PSG,Flewless_phoenix,4.0,Boca Juniors,labotryas,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789513,2025-04-09 10:02:00,Man City,sane4ek8,2.0,River Plate,MeLToSik,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789478,2025-04-09 09:54:00,Netherlands,Bomb1to,2.0,Croatia,dm1trena,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789507,2025-04-09 09:54:00,Portugal,Jekunam,0.0,Sweden,Wboy,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789511,2025-04-09 09:50:00,Boca Juniors,labotryas,1.0,Real Madrid,FEARGGWP,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789510,2025-04-09 09:50:00,River Plate,MeLToSik,2.0,PSG,Flewless_phoenix,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789460,2025-04-09 09:42:00,Sweden,Wboy,4.0,Mexico,Arcos,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789459,2025-04-09 09:42:00,Croatia,dm1trena,4.0,Portugal,Jekunam,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789458,2025-04-09 09:30:00,Portugal,Jekunam,6.0,Netherlands,Bomb1to,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789457,2025-04-09 09:30:00,Mexico,Arcos,2.0,Croatia,dm1trena,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788988,2025-04-09 09:18:00,Pohang Steelers,MeLToSik,1.0,Al Hilal,FEARGGWP,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788989,2025-04-09 09:18:00,Gangwon FC,sane4ek8,0.0,Al Ain FC,Flewless_phoenix,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789389,2025-04-09 09:06:00,Al Hilal,FEARGGWP,0.0,Gangwon FC,sane4ek8,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789390,2025-04-09 09:06:00,Al Nassr,labotryas,1.0,Pohang Steelers,MeLToSik,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789373,2025-04-09 08:58:00,Napoli,Arcos,2.0,Fiorentina,Bomb1to,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789388,2025-04-09 08:58:00,Roma,Wboy,2.0,Bologna,dm1trena,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789335,2025-04-09 08:54:00,Al Ain FC,Flewless_phoenix,1.0,Al Hilal,FEARGGWP,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789334,2025-04-09 08:54:00,Gangwon FC,sane4ek8,2.0,Al Nassr,labotryas,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789333,2025-04-09 08:46:18,Juventus,Jekunam,3.0,Napoli,Arcos,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789332,2025-04-09 08:46:18,Fiorentina,Bomb1to,2.0,Roma,Wboy,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789296,2025-04-09 08:42:00,Pohang Steelers,MeLToSik,6.0,Gangwon FC,sane4ek8,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789295,2025-04-09 08:42:00,Al Nassr,labotryas,3.0,Al Ain FC,Flewless_phoenix,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789215,2025-04-09 08:34:00,Roma,Wboy,4.0,Juventus,Jekunam,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789216,2025-04-09 08:34:00,Bologna,dm1trena,4.0,Fiorentina,Bomb1to,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789048,2025-04-09 08:30:00,Al Hilal,FEARGGWP,1.0,Al Nassr,labotryas,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789047,2025-04-09 08:30:00,Al Ain FC,Flewless_phoenix,4.0,Pohang Steelers,MeLToSik,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789046,2025-04-09 08:22:00,Napoli,Arcos,3.0,Roma,Wboy,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789045,2025-04-09 08:22:00,Juventus,Jekunam,3.0,Bologna,dm1trena,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789429,2025-04-09 08:16:23,Al Ain FC,Flewless_phoenix,2.0,Gangwon FC,sane4ek8,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789428,2025-04-09 08:16:03,Al Hilal,FEARGGWP,4.0,Pohang Steelers,MeLToSik,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788984,2025-04-09 08:10:12,Fiorentina,Bomb1to,1.0,Juventus,Jekunam,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788983,2025-04-09 08:10:12,Bologna,dm1trena,4.0,Napoli,Arcos,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788973,2025-04-09 08:04:50,Pohang Steelers,MeLToSik,3.0,Al Nassr,labotryas,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788972,2025-04-09 08:04:28,Gangwon FC,sane4ek8,1.0,Al Hilal,FEARGGWP,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788955,2025-04-09 07:58:18,Bologna,dm1trena,5.0,Roma,Wboy,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788951,2025-04-09 07:58:00,Fiorentina,Bomb1to,3.0,Napoli,Arcos,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788925,2025-04-09 07:52:27,Al Hilal,FEARGGWP,3.0,Al Ain FC,Flewless_phoenix,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788924,2025-04-09 07:52:08,Al Nassr,labotryas,3.0,Gangwon FC,sane4ek8,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788909,2025-04-09 07:46:17,Napoli,Arcos,4.0,Juventus,Jekunam,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788899,2025-04-09 07:46:00,Roma,Wboy,3.0,Fiorentina,Bomb1to,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788894,2025-04-09 07:42:00,Al Ain FC,Flewless_phoenix,1.0,Al Nassr,labotryas,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788895,2025-04-09 07:42:00,Gangwon FC,sane4ek8,2.0,Pohang Steelers,MeLToSik,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788874,2025-04-09 07:34:14,Juventus,Jekunam,4.0,Roma,Wboy,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788875,2025-04-09 07:34:10,Fiorentina,Bomb1to,5.0,Bologna,dm1trena,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788842,2025-04-09 07:30:00,Pohang Steelers,MeLToSik,1.0,Al Ain FC,Flewless_phoenix,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788848,2025-04-09 07:28:09,Al Nassr,labotryas,1.0,Al Hilal,FEARGGWP,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788815,2025-04-09 07:22:00,Roma,Wboy,2.0,Napoli,Arcos,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788814,2025-04-09 07:22:00,Bologna,dm1trena,3.0,Juventus,Jekunam,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788793,2025-04-09 07:10:00,Napoli,Arcos,3.0,Bologna,dm1trena,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788801,2025-04-09 07:10:00,Juventus,Jekunam,2.0,Fiorentina,Bomb1to,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788665,2025-04-09 07:08:00,A.Bilbao,sane4ek8,3.0,Real Madrid,Flewless_phoenix,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788664,2025-04-09 07:08:00,A.Madrid,MeLToSik,0.0,Barcelona,FEARGGWP,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788588,2025-04-09 06:56:00,Girona,labotryas,2.0,A.Madrid,MeLToSik,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788587,2025-04-09 06:56:00,Barcelona,FEARGGWP,1.0,A.Bilbao,sane4ek8,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788586,2025-04-09 06:48:00,Italy,Arcos,2.0,France,Bomb1to,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788582,2025-04-09 06:48:00,Germany,Wboy,5.0,Argentina,dm1trena,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788584,2025-04-09 06:44:00,Real Madrid,Flewless_phoenix,4.0,Barcelona,FEARGGWP,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788583,2025-04-09 06:44:00,A.Bilbao,sane4ek8,3.0,Girona,labotryas,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788556,2025-04-09 06:36:00,Spain,Jekunam,3.0,Italy,Arcos,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788555,2025-04-09 06:36:00,France,Bomb1to,2.0,Germany,Wboy,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788557,2025-04-09 06:32:00,Girona,labotryas,3.0,Real Madrid,Flewless_phoenix,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788558,2025-04-09 06:32:00,A.Madrid,MeLToSik,2.0,A.Bilbao,sane4ek8,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788688,2025-04-09 06:24:00,Germany,Wboy,3.0,Spain,Jekunam,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788689,2025-04-09 06:24:00,Argentina,dm1trena,4.0,France,Bomb1to,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788679,2025-04-09 06:20:00,Real Madrid,Flewless_phoenix,1.0,A.Madrid,MeLToSik,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788680,2025-04-09 06:20:00,Barcelona,FEARGGWP,1.0,Girona,labotryas,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788677,2025-04-09 06:12:00,Spain,Jekunam,4.0,Argentina,dm1trena,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788678,2025-04-09 06:12:00,Italy,Arcos,1.0,Germany,Wboy,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788744,2025-04-09 06:05:53,Real Madrid,Flewless_phoenix,5.0,A.Bilbao,sane4ek8,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788743,2025-04-09 06:05:41,Barcelona,FEARGGWP,3.0,A.Madrid,MeLToSik,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788663,2025-04-09 06:00:00,France,Bomb1to,1.0,Spain,Jekunam,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788662,2025-04-09 06:00:00,Argentina,dm1trena,1.0,Italy,Arcos,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788742,2025-04-09 05:54:46,A.Madrid,MeLToSik,2.0,Girona,labotryas,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788741,2025-04-09 05:54:25,A.Bilbao,sane4ek8,3.0,Barcelona,FEARGGWP,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788735,2025-04-09 05:50:31,France,Bomb1to,4.0,Italy,Arcos,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788736,2025-04-09 05:48:21,Argentina,dm1trena,2.0,Germany,Wboy,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788740,2025-04-09 05:42:13,Barcelona,FEARGGWP,2.0,Real Madrid,Flewless_phoenix,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788739,2025-04-09 05:42:00,Girona,labotryas,0.0,A.Bilbao,sane4ek8,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788734,2025-04-09 05:36:19,Italy,Arcos,1.0,Spain,Jekunam,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788733,2025-04-09 05:36:18,Germany,Wboy,6.0,France,Bomb1to,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788738,2025-04-09 05:30:52,A.Bilbao,sane4ek8,2.0,A.Madrid,MeLToSik,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788737,2025-04-09 05:30:35,Real Madrid,Flewless_phoenix,1.0,Girona,labotryas,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788554,2025-04-09 05:24:00,France,Bomb1to,4.0,Argentina,dm1trena,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788553,2025-04-09 05:24:00,Spain,Jekunam,2.0,Germany,Wboy,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788530,2025-04-09 05:20:00,Girona,labotryas,2.0,Barcelona,FEARGGWP,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788529,2025-04-09 05:20:00,A.Madrid,MeLToSik,0.0,Real Madrid,Flewless_phoenix,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788527,2025-04-09 05:12:00,Argentina,dm1trena,1.0,Spain,Jekunam,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788528,2025-04-09 05:12:00,Germany,Wboy,2.0,Italy,Arcos,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788526,2025-04-09 05:00:00,Spain,Jekunam,3.0,France,Bomb1to,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788525,2025-04-09 05:00:00,Italy,Arcos,3.0,Argentina,dm1trena,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788413,2025-04-09 04:58:00,Chelsea,hotShot,1.0,Man Utd,Kray,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788412,2025-04-09 04:58:00,Liverpool,Kodak,3.0,Man City,Inquisitor,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788399,2025-04-09 04:48:00,Arsenal,Salfour,5.0,PSV,exhausted,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788390,2025-04-09 04:48:00,Bayer 04,why,1.0,Dortmund,Malenkiy,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788394,2025-04-09 04:46:00,Arsenal,Boulevard,0.0,Liverpool,Kodak,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788393,2025-04-09 04:46:00,Man City,Inquisitor,1.0,Chelsea,hotShot,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788398,2025-04-09 04:36:00,Dortmund,Malenkiy,3.0,Arsenal,Salfour,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788389,2025-04-09 04:36:00,A.Madrid,panch,4.0,Bayer 04,why,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788451,2025-04-09 04:34:00,Man Utd,Kray,4.0,Man City,Inquisitor,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788450,2025-04-09 04:34:00,Chelsea,hotShot,2.0,Arsenal,Boulevard,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788445,2025-04-09 04:24:00,PSV,exhausted,1.0,Dortmund,Malenkiy,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788453,2025-04-09 04:24:00,Arsenal,Salfour,4.0,A.Madrid,panch,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788448,2025-04-09 04:22:00,Arsenal,Boulevard,4.0,Man Utd,Kray,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788449,2025-04-09 04:22:00,Liverpool,Kodak,2.0,Chelsea,hotShot,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788444,2025-04-09 04:12:00,A.Madrid,panch,2.0,PSV,exhausted,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788452,2025-04-09 04:12:00,Bayer 04,why,3.0,Arsenal,Salfour,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788447,2025-04-09 04:10:00,Man City,Inquisitor,1.0,Arsenal,Boulevard,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788446,2025-04-09 04:10:00,Man Utd,Kray,1.0,Liverpool,Kodak,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788411,2025-04-09 04:00:00,Dortmund,Malenkiy,2.0,A.Madrid,panch,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788410,2025-04-09 04:00:00,PSV,exhausted,3.0,Bayer 04,why,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788510,2025-04-09 03:57:06,Man City,Inquisitor,3.0,Liverpool,Kodak,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788511,2025-04-09 03:56:56,Man Utd,Kray,3.0,Chelsea,hotShot,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788512,2025-04-09 03:48:16,PSV,exhausted,0.0,Arsenal,Salfour,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788507,2025-04-09 03:48:13,Dortmund,Malenkiy,6.0,Bayer 04,why,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788508,2025-04-09 03:45:40,Chelsea,hotShot,1.0,Man City,Inquisitor,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788509,2025-04-09 03:45:32,Liverpool,Kodak,1.0,Arsenal,Boulevard,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788479,2025-04-09 03:36:07,Bayer 04,why,1.0,A.Madrid,panch,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788480,2025-04-09 03:36:07,Arsenal,Salfour,3.0,Dortmund,Malenkiy,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788392,2025-04-09 03:34:00,Man City,Inquisitor,1.0,Man Utd,Kray,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788391,2025-04-09 03:34:00,Arsenal,Boulevard,3.0,Chelsea,hotShot,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788337,2025-04-09 03:24:00,Dortmund,Malenkiy,1.0,PSV,exhausted,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788312,2025-04-09 03:24:00,A.Madrid,panch,2.0,Arsenal,Salfour,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788311,2025-04-09 03:22:00,Chelsea,hotShot,3.0,Liverpool,Kodak,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788310,2025-04-09 03:22:00,Man Utd,Kray,1.0,Arsenal,Boulevard,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788287,2025-04-09 03:12:00,Arsenal,Salfour,5.0,Bayer 04,why,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788286,2025-04-09 03:12:00,PSV,exhausted,3.0,A.Madrid,panch,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788282,2025-04-09 03:10:00,Liverpool,Kodak,3.0,Man Utd,Kray,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788283,2025-04-09 03:10:00,Arsenal,Boulevard,3.0,Man City,Inquisitor,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788245,2025-04-09 03:00:00,Bayer 04,why,3.0,PSV,exhausted,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788246,2025-04-09 03:00:00,A.Madrid,panch,6.0,Dortmund,Malenkiy,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788244,2025-04-09 02:48:00,Liverpool,hotShot,3.0,Barcelona,Kray,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788243,2025-04-09 02:48:00,PSG,Kodak,5.0,Bayern,Inquisitor,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788242,2025-04-09 02:36:00,Real Madrid,Boulevard,3.0,PSG,Kodak,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
