Unnamed: 0,event_id,date,away_team,away_player,away_score,home_team,home_player,home_score,total_score,league,home_str,away_str,players,odd_over,odd_under,handicap,prob_over,prob_under,ev_over,ev_under,bet_type,bet_odd,bet_prob,bet_ev,hot_ev,minimum_line,minimum_odd,time_sent,lambda_pred,ended,raw_score,profit,result,canceled,sent,message_id,chat_id,edited,result_emoji,time_range,saved_on_excel,month,totally_processed,league_id
0.0,9595262,2025-03-01 00:00:00,Arsenal,DANTE,1.0,Aston Villa,FAITH,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,9595407,2025-03-01 00:40:00,Spain,EMPEROR,1.0,Portugal,FORCE,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,9595408,2025-03-01 00:55:00,Tottenham,ROC,0.0,Newcastle,FORCE,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,9595717,2025-03-01 00:57:37,Liverpool,FAITH,0.0,Barcelona,DANTE,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,9595655,2025-03-01 01:10:00,Aston Villa,EMPEROR,4.0,Tottenham,ROC,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,9595657,2025-03-01 01:15:00,A.Madrid,ENT,1.0,Liverpool,FAITH,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9595656,2025-03-01 01:25:00,Newcastle,FORCE,2.0,Aston Villa,EMPEROR,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,9595669,2025-03-01 01:40:00,Tottenham,ROC,0.0,Newcastle,FORCE,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,9595769,2025-03-01 01:41:31,Liverpool,FAITH,1.0,Barcelona,DANTE,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9595744,2025-03-01 01:55:00,Aston Villa,EMPEROR,1.0,Tottenham,ROC,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,9595745,2025-03-01 02:00:00,A.Madrid,ENT,1.0,Liverpool,FAITH,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,9595746,2025-03-01 02:10:00,Newcastle,FORCE,2.0,Aston Villa,EMPEROR,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,9595747,2025-03-01 02:25:00,Newcastle,FORCE,1.0,Tottenham,ROC,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,9595409,2025-03-01 02:30:00,Barcelona,DANTE,0.0,Liverpool,FAITH,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,9595792,2025-03-01 02:40:00,Tottenham,ROC,1.0,Aston Villa,EMPEROR,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,9596052,2025-03-01 02:44:16,Liverpool,FAITH,2.0,A.Madrid,ENT,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,9596051,2025-03-01 02:52:52,Aston Villa,EMPEROR,1.0,Newcastle,FORCE,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,9595990,2025-03-01 03:10:00,Tottenham,ROC,1.0,Newcastle,FORCE,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,9595991,2025-03-01 03:15:00,Liverpool,FAITH,0.0,Barcelona,DANTE,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,9595989,2025-03-01 03:25:00,Tottenham,ROC,0.0,Aston Villa,EMPEROR,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,9595946,2025-03-01 03:28:31,Liverpool,FAITH,2.0,A.Madrid,ENT,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,9595945,2025-03-01 03:40:00,Newcastle,FORCE,2.0,Aston Villa,EMPEROR,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,9596043,2025-03-01 03:55:00,Liverpool,FORCE,1.0,Napoli,ROC,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,9596044,2025-03-01 04:00:00,PSG,DANTE,1.0,Real Madrid,FAITH,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,9596095,2025-03-01 04:40:00,Liverpool,FORCE,0.0,Barcelona,EMPEROR,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,9596096,2025-03-01 04:55:00,Napoli,ROC,1.0,Liverpool,FORCE,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,9596159,2025-03-01 05:00:00,Real Madrid,FAITH,0.0,PSG,DANTE,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,9596162,2025-03-01 05:10:00,Napoli,ROC,2.0,Barcelona,EMPEROR,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,9596264,2025-03-01 05:13:35,Real Madrid,FAITH,0.0,Man City,ENT,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,9596263,2025-03-01 05:23:30,Liverpool,FORCE,0.0,Barcelona,EMPEROR,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,9596199,2025-03-01 05:40:00,Liverpool,FORCE,1.0,Napoli,ROC,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,9596217,2025-03-01 05:45:00,PSG,DANTE,2.0,Real Madrid,FAITH,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,9596338,2025-03-01 05:53:21,Barcelona,EMPEROR,2.0,Napoli,ROC,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,9596339,2025-03-01 05:56:46,Man City,ENT,2.0,Real Madrid,FAITH,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,9596168,2025-03-01 06:10:00,Barcelona,EMPEROR,1.0,Liverpool,FORCE,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,9596275,2025-03-01 06:25:00,Liverpool,FORCE,1.0,Napoli,ROC,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,9596276,2025-03-01 06:30:00,PSG,DANTE,1.0,Real Madrid,FAITH,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,9596247,2025-03-01 06:36:43,Barcelona,EMPEROR,0.0,Napoli,ROC,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,9596169,2025-03-01 06:42:23,Man City,ENT,1.0,Real Madrid,FAITH,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,9596341,2025-03-01 06:55:00,Bayern,GUARDIAN,,PSG,VAPOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,9596340,2025-03-01 07:00:00,France,TUSK,0.0,Spain,MAGICIAN,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,9596372,2025-03-01 07:15:00,England,FAME,2.0,Portugal,VENOM,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,9596373,2025-03-01 07:30:00,Portugal,VENOM,1.0,France,TUSK,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,9596417,2025-03-01 07:45:00,Spain,MAGICIAN,2.0,England,FAME,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,9596418,2025-03-01 08:00:00,Portugal,VENOM,2.0,Spain,MAGICIAN,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,9596558,2025-03-01 08:15:00,England,FAME,3.0,France,TUSK,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,9596559,2025-03-01 08:25:00,Man City,BUTCHER,1.0,Bayern,GUARDIAN,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,9596584,2025-03-01 08:30:00,Spain,MAGICIAN,3.0,France,TUSK,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,9596585,2025-03-01 08:45:00,Portugal,VENOM,0.0,England,FAME,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,9596650,2025-03-01 09:00:00,France,TUSK,0.0,Portugal,VENOM,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,9596766,2025-03-01 09:10:00,Man City,BUTCHER,0.0,Bayern,GUARDIAN,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,9596696,2025-03-01 09:15:00,England,FAME,0.0,Spain,MAGICIAN,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,9596697,2025-03-01 09:30:00,Spain,MAGICIAN,0.0,Portugal,VENOM,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,9596810,2025-03-01 09:45:00,France,TUSK,1.0,England,FAME,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,9596865,2025-03-01 09:55:00,Portugal,GUARDIAN,3.0,France,BUTCHER,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,9596862,2025-03-01 10:00:00,Aston Villa,VENOM,0.0,Arsenal,FAME,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,9596863,2025-03-01 10:15:00,Tottenham,MAGICIAN,0.0,Newcastle,TUSK,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,9596864,2025-03-01 10:30:00,Newcastle,TUSK,1.0,Aston Villa,VENOM,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,9597057,2025-03-01 10:40:00,France,BUTCHER,1.0,Portugal,GUARDIAN,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,9596940,2025-03-01 10:45:00,Arsenal,FAME,0.0,Tottenham,MAGICIAN,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,9596979,2025-03-01 11:00:00,Newcastle,TUSK,1.0,Arsenal,FAME,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,9596980,2025-03-01 11:15:00,Tottenham,MAGICIAN,2.0,Aston Villa,VENOM,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,9597154,2025-03-01 11:25:00,France,BUTCHER,2.0,Portugal,GUARDIAN,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,9597157,2025-03-01 11:30:00,Arsenal,FAME,1.0,Aston Villa,VENOM,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,9597161,2025-03-01 11:45:00,Newcastle,TUSK,1.0,Tottenham,MAGICIAN,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,9597162,2025-03-01 12:00:00,Aston Villa,VENOM,4.0,Newcastle,TUSK,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,9597238,2025-03-01 12:15:00,Tottenham,MAGICIAN,1.0,Arsenal,FAME,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,9597239,2025-03-01 12:30:00,Arsenal,FAME,1.0,Newcastle,TUSK,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,9597240,2025-03-01 12:45:00,Aston Villa,VENOM,1.0,Tottenham,MAGICIAN,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,9597524,2025-03-01 13:00:00,A.Madrid,MAGICIAN,2.0,Napoli,TUSK,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,9597247,2025-03-01 13:10:00,Arsenal,BUTCHER,1.0,Newcastle,GUARDIAN,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,9597525,2025-03-01 13:15:00,Barcelona,VENOM,1.0,Liverpool,FAME,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,9597526,2025-03-01 13:30:00,Liverpool,FAME,3.0,A.Madrid,MAGICIAN,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,9597776,2025-03-01 13:45:00,Napoli,TUSK,2.0,Barcelona,VENOM,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,9598032,2025-03-01 13:55:00,Arsenal,BUTCHER,0.0,Newcastle,GUARDIAN,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,9598011,2025-03-01 14:00:00,Liverpool,FAME,1.0,Napoli,TUSK,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,9598012,2025-03-01 14:15:00,Barcelona,VENOM,1.0,A.Madrid,MAGICIAN,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,9598206,2025-03-01 14:30:00,Napoli,TUSK,0.0,A.Madrid,MAGICIAN,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,9598118,2025-03-01 14:40:00,Newcastle,GUARDIAN,3.0,Arsenal,BUTCHER,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,9598254,2025-03-01 14:45:00,Liverpool,FAME,2.0,Barcelona,VENOM,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,9598255,2025-03-01 15:00:00,A.Madrid,MAGICIAN,2.0,Liverpool,FAME,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,9598256,2025-03-01 15:15:00,Barcelona,VENOM,1.0,Napoli,TUSK,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,9598349,2025-03-01 15:25:42,Newcastle,GUARDIAN,0.0,Arsenal,BUTCHER,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,9598366,2025-03-01 15:30:00,Napoli,TUSK,3.0,Liverpool,FAME,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,9598367,2025-03-01 15:45:00,A.Madrid,MAGICIAN,1.0,Barcelona,VENOM,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,9598508,2025-03-01 15:58:33,Man City,FAME,2.0,Real Madrid,VENOM,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,9598510,2025-03-01 16:15:00,Bayern,TUSK,2.0,PSG,MAGICIAN,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,9598511,2025-03-01 16:30:00,PSG,MAGICIAN,0.0,Man City,FAME,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,9598512,2025-03-01 16:45:00,Real Madrid,VENOM,1.0,Bayern,TUSK,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,9598663,2025-03-01 17:00:00,PSG,MAGICIAN,0.0,Real Madrid,VENOM,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,9598664,2025-03-01 17:10:00,Napoli,GUARDIAN,1.0,Barcelona,BUTCHER,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,9598668,2025-03-01 17:15:00,Bayern,TUSK,1.0,Man City,FAME,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,9598719,2025-03-01 17:30:00,Real Madrid,VENOM,0.0,Man City,FAME,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,9598720,2025-03-01 17:45:00,PSG,MAGICIAN,2.0,Bayern,TUSK,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,9598929,2025-03-01 17:55:00,Barcelona,BUTCHER,1.0,Napoli,GUARDIAN,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,9598934,2025-03-01 18:00:00,Man City,FAME,2.0,PSG,MAGICIAN,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,9598935,2025-03-01 18:15:00,Bayern,TUSK,0.0,Real Madrid,VENOM,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,9598940,2025-03-01 18:30:00,Real Madrid,VENOM,1.0,PSG,MAGICIAN,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,9599007,2025-03-01 18:40:00,Barcelona,BUTCHER,1.0,Napoli,GUARDIAN,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,9598941,2025-03-01 18:45:00,Man City,FAME,0.0,Bayern,TUSK,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,9599224,2025-03-01 18:55:00,PSG,ZEUS,1.0,Real Madrid,TEMPEST,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,9599227,2025-03-01 19:00:00,Portugal,VENUS,1.0,France,ADEPT,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,9599228,2025-03-01 19:15:00,England,BEAST,1.0,Spain,GHOST,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,9599225,2025-03-01 19:25:00,Man City,THREAT,1.0,PSG,ZEUS,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,9599229,2025-03-01 19:30:00,Spain,GHOST,0.0,Portugal,VENUS,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,9599226,2025-03-01 19:55:00,Man City,THREAT,0.0,Real Madrid,TEMPEST,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,9599543,2025-03-01 19:56:29,Spain,GHOST,1.0,France,ADEPT,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,9599580,2025-03-01 20:15:00,England,BEAST,0.0,Portugal,VENUS,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,9599579,2025-03-01 20:25:00,Real Madrid,TEMPEST,0.0,PSG,ZEUS,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,9599581,2025-03-01 20:30:00,France,ADEPT,0.0,Portugal,VENUS,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,9599582,2025-03-01 20:45:00,Spain,GHOST,0.0,England,BEAST,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,9599629,2025-03-01 20:55:00,PSG,ZEUS,0.0,Man City,THREAT,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,9599630,2025-03-01 21:00:00,Portugal,VENUS,0.0,Spain,GHOST,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,9599680,2025-03-01 21:25:00,Real Madrid,TEMPEST,0.0,Man City,THREAT,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,9599681,2025-03-01 21:30:00,France,ADEPT,2.0,Spain,GHOST,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,9599686,2025-03-01 21:45:00,Portugal,VENUS,1.0,England,BEAST,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,9599687,2025-03-01 22:00:00,Arsenal,GHOST,1.0,Newcastle,BEAST,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,9599769,2025-03-01 22:10:00,England,TEMPEST,1.0,France,ZEUS,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,9599786,2025-03-01 22:15:00,Aston Villa,ADEPT,0.0,Tottenham,VENUS,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,9599785,2025-03-01 22:25:00,France,ZEUS,1.0,Portugal,THREAT,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,9599787,2025-03-01 22:30:00,Tottenham,VENUS,1.0,Arsenal,GHOST,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,9599794,2025-03-01 23:00:00,Tottenham,VENUS,1.0,Newcastle,BEAST,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,9599911,2025-03-01 23:09:01,England,TEMPEST,0.0,Portugal,THREAT,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,9599922,2025-03-01 23:15:00,Aston Villa,ADEPT,0.0,Arsenal,GHOST,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,9599923,2025-03-01 23:30:00,Newcastle,BEAST,0.0,Arsenal,GHOST,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,9599921,2025-03-01 23:40:00,France,ZEUS,2.0,England,TEMPEST,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,9599943,2025-03-01 23:45:00,Tottenham,VENUS,1.0,Aston Villa,ADEPT,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,9599957,2025-03-01 23:55:00,Portugal,THREAT,0.0,France,ZEUS,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,9599958,2025-03-02 00:00:00,Arsenal,GHOST,0.0,Tottenham,VENUS,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,9599995,2025-03-02 00:30:00,Newcastle,BEAST,1.0,Tottenham,VENUS,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,9599994,2025-03-02 00:40:00,Portugal,THREAT,0.0,England,TEMPEST,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,9599996,2025-03-02 00:45:00,Arsenal,GHOST,2.0,Aston Villa,ADEPT,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,9600080,2025-03-02 00:54:11,Newcastle,TEMPEST,0.0,Tottenham,ZEUS,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,9600085,2025-03-02 01:00:00,A.Madrid,ADEPT,2.0,Liverpool,VENUS,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,9600086,2025-03-02 01:15:00,Barcelona,GHOST,0.0,Napoli,BEAST,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,9600130,2025-03-02 01:40:00,Tottenham,ZEUS,2.0,Aston Villa,THREAT,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,9600131,2025-03-02 01:45:00,Liverpool,VENUS,2.0,Barcelona,GHOST,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,9600340,2025-03-02 02:00:00,Napoli,BEAST,0.0,Liverpool,VENUS,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,9600358,2025-03-02 02:10:00,Aston Villa,THREAT,0.0,Newcastle,TEMPEST,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,9600375,2025-03-02 02:15:00,Barcelona,GHOST,0.0,A.Madrid,ADEPT,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,9600387,2025-03-02 02:25:00,Tottenham,ZEUS,0.0,Newcastle,TEMPEST,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.0,9600388,2025-03-02 02:30:00,Liverpool,VENUS,0.0,A.Madrid,ADEPT,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0,9600389,2025-03-02 02:45:00,Napoli,BEAST,1.0,Barcelona,GHOST,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0,9600425,2025-03-02 03:10:00,Aston Villa,THREAT,1.0,Tottenham,ZEUS,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0,9600426,2025-03-02 03:15:00,Barcelona,GHOST,1.0,Liverpool,VENUS,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,9600427,2025-03-02 03:30:00,Liverpool,VENUS,2.0,Napoli,BEAST,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0,9600459,2025-03-02 03:40:00,Newcastle,TEMPEST,1.0,Aston Villa,THREAT,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0,9600493,2025-03-02 03:45:00,A.Madrid,ADEPT,2.0,Barcelona,GHOST,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0,9600494,2025-03-02 04:00:00,Man City,BEAST,1.0,PSG,GHOST,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0,9600492,2025-03-02 04:10:00,Liverpool,ZEUS,0.0,Napoli,TEMPEST,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,9600520,2025-03-02 04:15:00,Bayern,VENUS,4.0,Real Madrid,ADEPT,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,9600602,2025-03-02 04:40:00,Barcelona,THREAT,1.0,Liverpool,ZEUS,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0,9600603,2025-03-02 04:45:00,PSG,GHOST,1.0,Bayern,VENUS,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
